"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU10377"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU10378"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"OTU10379"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU10380"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU10381"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10382"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU10383"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	NA
"OTU10384"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10385"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10386"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10387"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU10388"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rubrivivax"	NA
"OTU10389"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10390"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU10391"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU10392"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU10393"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU10394"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU10395"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10396"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU10397"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU10398"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10399"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10400"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Minicystis"	"rosea"
"OTU10401"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10402"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU10403"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10404"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU10405"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10406"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10407"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10408"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10409"	"Bacteria"	"Cyanobacteriota"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilaceae"	NA	NA
"OTU10410"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"OTU10411"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU10412"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10413"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10414"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU10415"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU10416"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU10417"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10418"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU10419"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10420"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU10421"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Noviherbaspirillum"	NA
"OTU10422"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU10423"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10424"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10425"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10426"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"arsenicoxydans"
"OTU10427"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU10428"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10429"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10430"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"OTU10431"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU10432"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	NA	NA
"OTU10433"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10434"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10435"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10436"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10437"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10438"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10439"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"OTU10440"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10441"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"OTU10442"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Candidatus Accumulibacter"	"phosphatis"
"OTU10443"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU10444"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10445"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10446"	"Bacteria"	"Planctomycetota"	"Brocadiae"	"Brocadiales"	NA	NA	NA
"OTU10447"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU10448"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Flectobacillus"	"major"
"OTU10449"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10450"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10451"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU10452"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10453"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10454"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	NA
"OTU10455"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU10456"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU10457"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Kaistiaceae"	"Kaistia"	NA
"OTU10458"	"Bacteria"	"Myxococcota"	"Polyangiia"	NA	NA	NA	NA
"OTU10459"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10460"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU10461"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	NA	NA	NA
"OTU10462"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Doudnabacteria"	NA	NA	NA
"OTU10463"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU10464"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Silvanigrellales"	"Silvanigrellaceae"	"Silvanigrella"	"aquatica"
"OTU10465"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10466"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10467"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"[Rhodovulum]"	NA
"OTU10468"	"Bacteria"	"Pseudomonadota"	NA	NA	NA	NA	NA
"OTU10469"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10470"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Immundisolibacter"	"cernigliae"
"OTU10471"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU10472"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10473"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10474"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Segetibacter"	"koreensis"
"OTU10475"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	NA
"OTU10476"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10477"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU10478"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10479"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"OTU10480"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10481"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"OTU10482"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU10483"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10484"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10485"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Byssovorax"	"cruenta"
"OTU10486"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA	NA
"OTU10487"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acidisphaera"	"rubrifaciens"
"OTU10488"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"OTU10489"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10490"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10491"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10492"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	"rosea"
"OTU10493"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU10494"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	NA
"OTU10495"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	NA	NA
"OTU10496"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10497"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10498"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10499"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU10500"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU10501"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU10502"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"fermentans"
"OTU10503"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	"alkaliphilus"
"OTU10504"	"Bacteria"	"Myxococcota"	NA	NA	NA	NA	NA
"OTU10505"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU10506"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10507"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU10508"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU10509"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU10510"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU10511"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10512"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	NA	NA
"OTU10513"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10514"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU10515"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU10516"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU10517"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU10518"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10519"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU10520"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU10521"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10522"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU10523"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10524"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU10525"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU10526"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU10527"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10528"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10529"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU10530"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10531"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"apiculatus"
"OTU10532"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10533"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	NA
"OTU10534"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU10535"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10536"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10537"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"	NA
"OTU10538"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10539"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU10540"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylophilus"	NA
"OTU10541"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10542"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Uhrbacteria"	NA	NA	NA
"OTU10543"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10544"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU10545"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU10546"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10547"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10548"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10549"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10550"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10551"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU10552"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10553"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10554"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU10555"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU10556"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peregrinibacteria"	NA	NA	NA
"OTU10557"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU10558"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU10559"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10560"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU10561"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"aalborgensis"
"OTU10562"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10563"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Falkowbacteria"	NA	NA	NA
"OTU10564"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU10565"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU10566"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10567"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10568"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Gallionellaceae"	"Gallionella"	NA
"OTU10569"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10570"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU10571"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU10572"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10573"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU10574"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Delftia"	"tsuruhatensis"
"OTU10575"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"apiculatus"
"OTU10576"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	NA	NA
"OTU10577"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU10578"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	NA	NA
"OTU10579"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10580"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10581"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10582"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU10583"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU10584"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10585"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10586"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10587"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU10588"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU10589"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10590"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU10591"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU10592"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10593"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	NA	NA	NA	NA
"OTU10594"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10595"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10596"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU10597"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10598"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10599"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10600"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10601"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10602"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10603"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU10604"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU10605"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU10606"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10607"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"Methylocapsa"	NA
"OTU10608"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU10609"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU10610"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10611"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU10612"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10613"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU10614"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU10615"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	"Rubritaleaceae"	"Haloferula"	NA
"OTU10616"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU10617"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Planctomicrobium"	"piriforme"
"OTU10618"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU10619"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU10620"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU10621"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU10622"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU10623"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU10624"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU10625"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Rhodobacter"	NA
